title,authors,source,date,database,quote,download

基于科学知识图谱的杯式燃烧器文献计量分析,"['赵宸豫', '张天巍', '张桂云', '郭子东']",中国安全科学学报,2021-09-15,期刊,,63

国际基于语料库的话语研究知识图谱分析,['周子钦'],海外英语,2021-09-15,期刊,,24

基于CiteSpace的职业技能大赛研究前沿趋势分析,[],九江职业技术学院学报,2021-09-15,期刊,,9

title,authors,source,date,database,quote,download

近三十年来中国社会心态研究演进历程与热点分析——基于CiteSpace的文献计量应用,['胡威'],长沙大学学报,2021-09-15,期刊,,19

近二十年寿州窑研究的回顾与展望——基于文献计量的分析,['周光云'],淮南师范学院学报,2021-09-15,期刊,,10

基于知识图谱的国内高质量发展研究,"['吕志强', '高亮']",中国传媒科技,2021-09-15,期刊,,7

基于知识图谱构建中国史学史课程知识体系浅析,['古丽娜·阿扎提'],现代交际,2021-09-15,期刊,,16

国际创业型大学研究现状、热点及启示——基于WOS核心集的VOSviewer分析,"['付八军', '王佳桐']",杭州师范大学学报(社会科学版),2021-09-15,期刊,,13

基于CiteSpace的国内康复景观研究知识图谱分析,"['张晨曦', '王梦瑶', '杨芳绒']",林业调查规划,2021-09-15,期刊,,16

督查理论与实践研究的计量分析和可视化表达,['程永生'],阜阳师范大学学报(自然科学版),2021-09-15,期刊,,2

“新工科”研究的热点领域与基本命题——基于知识图谱的分析,['郝婷婷'],煤炭高等教育,2021-09-15,期刊,,9

基于CiteSpace对乡镇综合行政执法的知识图谱分析,['杨艳'],四川行政学院学报,2021-09-14,期刊,,181

我国科技人才研究进展与热点——基于Cite Space的可视化分析,[],经营与管理,2021-09-14,期刊,,442

中国区域经济研究热点分析——基于《区域经济评论》刊文例证,"['黄磊', '吴传清']",区域经济评论,2021-09-14,期刊,,464

国际铁人三项运动研究进展的CiteSpace知识图谱分析,"['赖志杰', '谢健鹏', '位小龙', '黎祥册', '张伊杰', '', '徐国琴', '林文弢']",四川体育科学,2021-09-14,期刊,,99

设计科学知识图谱研究——基于国家自科基金视角,"['徐江', '欧细凡', '孙刚']",科研管理,2021-09-13,期刊,,187

我国制浆造纸技术发展的知识图谱构建与分析,"['王欣辉', '王娜', '张恒']",中国造纸,2021-09-13,期刊,,

领域知识组织研究的历史演化与未来展望,"['朱晓峰', '蒋旭牧', '张卫']",情报资料工作,2021-09-13,期刊,,240

基于CiteSpace的我国嵌入式养老研究热点可视化分析,"['罗丽', '钱英', '徐东娥']",全科护理,2021-09-10,期刊,,280

基于文献计量分析的中国小流域综合治理现状研究,"['魏采用', '鞠学良', '杨阳', '王文龙', '马大为', '', '张娜']",人民珠江,2021-09-10,期刊,,172

基于知识图谱的中国教育智库研究态势分析,"['李秀惠', '刘波']",中阿科技论坛(中英文),2021-09-10,期刊,,80

审计质量研究热点的演化路径与发展趋势——基于Citespace的知识图谱分析,"['杨录强', '崔琳']",商业会计,2021-09-10,期刊,,104

制造型企业知识图谱构建与应用,"['林家杰', '徐诺凡', '张伟伟']",信息技术与标准化,2021-09-10,期刊,,85

title,authors,source,date,database,quote,download

新世纪以来我国托育服务的研究热点与发展态势——基于CNKI数据库期刊的Citespace可视化知识图谱分析,"['刘香一', '甘少杰']",大庆师范学院学报,2021-09-10,期刊,,252

中国煤矿事故分析知识图谱,"['尚雅琪', '王向前']",兰州文理学院学报(自然科学版),2021-09-10,期刊,,30

中国理论心理学的研究热点与发展趋势,"['刘燊', '甘烨彤']",宁波大学学报(教育科学版),2021-09-10,期刊,,241

我国警务创新研究动态与前沿的图谱分析,['毕泽江'],辽宁警察学院学报,2021-09-10,期刊,,82

我国数据安全治理研究(2015—2020):主题与演进趋势,"['刘邦凡', '臧梓健']",通信技术,2021-09-10,期刊,,50

全民阅读研究的知识图谱：学术史、现状以及发展趋势,"['谢梅', '赵春岚', '凡秦林', '杨越']",西南民族大学学报(人文社会科学版),2021-09-10,期刊,,208

《信阳师范学院学报(哲学社会科学版)》创刊40周年(1981-2020)回眸与展望——基于Citespace的知识图谱可视化分析,"['牛继强', '程启先', '高学通', '韩懿颖', '易成功']",信阳师范学院学报(哲学社会科学版),2021-09-10,期刊,,59

基于CiteSpace国内伊蚊领域的科学知识图谱可视化研究,"['刘必端', '柳晓玲', '陈敏红', '罗秀凤']",预防医学论坛,2021-09-10,期刊,,10

基于知识图谱的我国体育大学生创业研究可视化分析,"['李瑊', '郭富强', '胡雪银', '王相荣']",体育科技文献通报,2021-09-10,期刊,,175

基于CSSCI(1998～2020)学生体质研究的CiteSpace可视化分析,"['刘悦', '孟薇']",体育科技文献通报,2021-09-10,期刊,,255

基于CiteSpace软件的地铁运营安全风险研究文献计量分析,[],城市轨道交通研究,2021-09-10,期刊,,44

社会认知职业理论的研究现状、热点及趋势——基于CNKI数据库的文献分析,"['陈美萍', '刘芳丽']",丽水学院学报,2021-09-10,期刊,,10

基于知识图谱的高校智慧图书馆建设研究,"['曹亮', '李湘丽', '刘双印', '徐龙琴', '尹航', '', '郑建华']",无线互联科技,2021-09-10,期刊,,2

国内篮球力量训练研究的现状——基于科学知识图谱的可视化分析,['王欣'],体育风尚,2021-09-10,期刊,,15

国内行政改革研究热点与发展趋势研究——基于CiteSpace知识图谱分析,"['黄贵辉', '许正中']",长白学刊,2021-09-08,期刊,,749

“十三五”期间我国职业教育研究热点分析——基于4种职业教育类核心期刊,"['汪娟', '马力', '王晓凡']",职业教育研究,2021-09-08,期刊,,82

基于知识图谱的4D打印研究可视化分析,"['张问采', '闫晓捷', '李端玲']",科学技术与工程,2021-09-08,期刊,,82

我国旅游扶贫研究知识图谱分析,"['罗莹', '姚增福']",合作经济与科技,2021-09-08,期刊,,308

系统性金融风险研究热点演进——基于CSSCI和WOS的知识图谱分析,"['徐祥兵', '乔鹏程']",上海立信会计金融学院学报,2021-09-06,期刊,,258

近十年国际社区教育研究的热点与前沿——基于SSCI数据库(2010—2019年)的文献计量研究,"['姚欣然', '孙颖', '胡昌翠']",成人教育,2021-09-06,期刊,,356

title,authors,source,date,database,quote,download

近20年来武德研究的热点主题与前沿演进——基于CiteSpace.5.7.R3的计量可视化分析,"['张军', '赵怀强']",中华武术,2021-09-06,期刊,,30

近十年国内新媒体语言研究的可视化分析,"['马若宏', '杜敏']",今传媒,2021-09-05,期刊,,126

基于知识图谱的社会工作理论脉络与热点研究分析——基于CNKI的SCI/EI/核心/CSSCI/CSCD数据源,['李秋颖'],科技与创新,2021-09-05,期刊,,179

全球智慧农业领域研究态势分析,"['任妮', '郭婷', '孙艺伟', '戴红君', '张琤琤']",农业图书情报学报,2021-09-05,期刊,,181

基于知识图谱的《数据库原理》课程教学模式研究,"['巩凌宵', '孙扬波']",电脑知识与技术,2021-09-05,期刊,,13

基于关键词共现的出版转型研究热点分析,"['周云倩', '赵赟']",科技与出版,2021-09-03,期刊,,225

基于知识图谱的高校科技成果转化研究热点和趋势,"['李冠男', '张丁然']",中国科技信息,2021-09-01,期刊,,282

基于CiteSpace知识图谱的国内外非计划再手术研究现状及热点可视化分析,"['常青', '何紫棠', '张国杰', '陈倩', '李娅芳', '', '张杰石', '周炯', '陈政', '潘慧']",中国医刊,2021-09-01,期刊,,280

基于知识图谱的电影学研究热点与演进分析,['李婧'],电影文学,2021-09-01,期刊,,97

国内农民工研究的热点主题及研究前沿演进,"['熊涛', '刘文江']",农业图书情报学报,2021-08-31,期刊,,234

知识图谱赋能的阅读推广研究,['文利情'],农业图书情报学报,2021-08-31,期刊,,199

我国经济犯罪侦查研究热点与演进——基于科学计量的可视化分析,"['肖相金', '李汉国']",广西警察学院学报,2021-08-31,期刊,,134

我国体育消费研究特征、热点与嬗变的计量学分析,"['赵昀', '蔡兴林']",广州体育学院学报,2021-08-30,期刊,,416

基于CNKI数据库的土壤酶研究文献计量分析,"['李贝贝', '张永慧', '苏友波']",广东农业科学,2021-08-30,期刊,,182

基于知识元标引的中医古籍研究回顾与反思,"['黄俊伟', '刘金涛', '史延昊', '王伟航', '王维广', '', '陈子杰', '宁静', '刘晓峰', '翟双庆']",北京中医药大学学报,2021-08-30,期刊,,124

基于CiteSpace的我国高职院校在线课程研究热点与趋势的知识图谱分析,"['张秦', '陈铁']",教育科学论坛,2021-08-30,期刊,,96

全国外语院校图书馆联盟科研成果评价研究,['吴琪'],江苏科技信息,2021-08-30,期刊,,43

我国外语教学研究的热点、前沿及演进——基于中国知网学术期刊文献的共词可视化分析,"['马蓉', '刘玉飞']",北京第二外国语学院学报,2021-08-30,期刊,,52

国内无人机倾斜摄影研究领域的知识图谱可视化分析,"['孙小琼', '李威']",绿色科技,2021-08-30,期刊,,1

基于CNKI的国内网络思政研究知识图谱分析,"['张通', '宋翔文']",科教文汇(下旬刊),2021-08-30,期刊,,56

title,authors,source,date,database,quote,download

高中语文教学形成性评价的现状、问题及展望——基于CiteSpace知识图谱和Nvivo词语云的分析,['吕全鹏'],贵州师范学院学报,2021-08-28,期刊,,332

基于CiteSpace的中医外治法治疗膝骨关节炎可视化分析,"['魏锦强', '曾宪中', '曹学伟', '杨伟铭', '王志科', '', '邱文聪']",中医药导报,2021-08-28,期刊,,294

近10年穴位埋线临床应用研究的可视化分析,"['姜伟佳', '方俊霖', '毕婕妤', '孙咪', '张昕', '', '于慧娟', '谭奇纹']",中医药导报,2021-08-28,期刊,,242

基于文献计量学对医学领域中体质研究的可视化分析,"['贾鹏', '李玲孺', '韩东燃', '胡聿昕', '吴胤文', '', '罗兰', '许书静', '史渊源']",中医药导报,2021-08-28,期刊,,185

基于知识图谱的河湖管理中3S技术应用研究进展,"['石林', '彭浩', '聂小东', '胡晓倩', '宁珂']",人民长江,2021-08-28,期刊,,209

基于知识图谱的中医药治疗男性不育症研究状况及趋势分析,"['鲍丙豪', '王彬', '王继升', '代恒恒', '邓省', '', '冯隽龙', '龙中闻', '李海松']",世界中西医结合杂志,2021-08-28,期刊,,144

基于知识图谱法的国内电竞旅游研究述评,"['周文丽', '王博']",武汉商学院学报,2021-08-28,期刊,,79

近十年国际大数据领域研究进展:基于Web of Science的实证分析,"['张优智', '张家麒']",武汉商学院学报,2021-08-28,期刊,,41

大学生幸福感研究热点及趋势的可视化分析,"['高成瑨', '沈文明']",常州工学院学报,2021-08-28,期刊,,62

基于CiteSpace的我国1+X职业教育研究知识图谱分析,"['邱亮晶', '万红新', '范严']",邢台职业技术学院学报,2021-08-28,期刊,,5

我国关于返乡创业的研究现状与未来展望——基于Citespace的可视化分析,"['陆柯澄', '费喜敏', '王成军']",福建农业科技,2021-08-28,期刊,,10

基于知识图谱的物流系统建模与仿真分析,['韩玉琪'],内蒙古统计,2021-08-28,期刊,,6

马克思主义新闻观教学研究的现状与趋势——基于CiteSpace的文献计量分析,['郝韶梦'],池州学院学报,2021-08-28,期刊,,14

中国休闲渔业研究进展回顾与启示——基于Citespace知识图谱分析,"['卢嘉新', '甘萌雨', '林雅情']",中国生态旅游,2021-08-28,期刊,,15

我国医养结合研究与实践的知识图谱分析——基于CNKI的可视化计量研究,"['卫松', '胡廷云']",贵州民族大学学报(哲学社会科学版),2021-08-28,期刊,,

基于CiteSpace知识图谱的脑电康复的可视化分析,"['刘致含', '熊坚', '张琦', '马瑷瞳', '刘嘉程', '', '王开龙', '王雄将']",按摩与康复医学,2021-08-27,期刊,,219

基于文献计量的再生纤维制浆造纸技术领域研究热点及发展态势分析,"['周在峰', '周秋菊', '樊永明']",中国造纸学报,2021-08-25,期刊,,91

基于CiteSpace的锂离子电池用低温电解液知识图谱分析,"['胡华坤', '李新丽', '薛文东', '蒋朋', '李勇']",储能科学与技术,2021-08-25,期刊,,275

基于“质”与“量”的船舶领域知识图谱构建研究,"['于文东', '任惠超', '董艳波', '黄庆龙', '刘晓']",情报理论与实践,2021-08-25,期刊,,259

国内肿瘤疫苗相关文献知识图谱分析研究,"['胡璐璐', '周立娟', '戚欢', '刘小溪', '王欣', '', '刘夏']",科技与创新,2021-08-25,期刊,,180

title,authors,source,date,database,quote,download

基于知识图谱和微服务的智慧水利一张图系统实现,"['张焱', '肖涵', '黄佳杰', '朱从飞']",水利信息化,2021-08-25,期刊,,188

基于Citespace知识图谱的21世纪国内修辞幻象研究述评,"['杨乐', '高群']",山西能源学院学报,2021-08-25,期刊,,58

知识图谱在物理实验教学中的应用,"['王华钰', '林卓婷', '周庭艳', '支启军', '吴波']",遵义师范学院学报,2021-08-25,期刊,,134

基于用户画像的科技创新知识服务系统构建,"['朱焱', '王强', '王涓']",数字图书馆论坛,2021-08-25,期刊,,58

科技政策知识图谱构建研究,"['张雨', '吴俊']",数字图书馆论坛,2021-08-25,期刊,,56

中国广告创意研究发展情况与热点领域——基于Citespace知识图谱分析,['高信'],新媒体研究,2021-08-25,期刊,,108

基于WOS的“服务化”文献分析与研究热点综述,['马振'],科技创业月刊,2021-08-25,期刊,,10

高校经管类专业实验的知识图谱分析,"['白延虎', '罗建利', '梁远香', '冷书娟']",实验室研究与探索,2021-08-25,期刊,,119

中国创新创业教育研究热点及前沿分析,"['张薇', '胡雪梅', '李志广']",创新与创业教育,2021-08-25,期刊,,75

国内职业成功研究的知识图谱与热点——基于共词分析的视角,"['尚从永', '刁雅洁']",黑河学院学报,2021-08-25,期刊,,41

基于VOSviewer的国内生态文明领域研究知识图谱分析,['柴源'],黑河学院学报,2021-08-25,期刊,,86

基于知识图谱的国内外高强钢领域研究热点分析,"['郭宏超', '毛宽宏', '周熙哲', '李慎']",建筑结构,2021-08-25,期刊,,40

国内《史记》英译研究科学知识图谱分析,"['李小霞', '肖建平', '谢红秀']",江苏第二师范学院学报,2021-08-25,期刊,,14

基于CiteSpace的河套灌区研究知识图谱分析,['王丹丹'],赤峰学院学报(自然科学版),2021-08-25,期刊,,32

国内外太极拳研究进展——基于CiteSpace的可视化分析,"['张长思', '薛宝财']",山东体育科技,2021-08-25,期刊,,9

基于知识图谱的我国中小学体育研究领域可视化分析,"['余文禄', '方园园']",山东体育科技,2021-08-25,期刊,,10

基于CiteSpace知识图谱统计表综述近二十年关于数学文化的研究,"['王凤', '杨豫晖']",数学学习与研究,2021-08-25,期刊,,47

大学英语学习中自我效能感研究热点与趋势——基于CiteSpace知识图谱分析,"['朱晓艳', '周玲燕']",校园英语,2021-08-25,期刊,,24

锻炼游戏的研究热点与发展趋势——基于CiteSpace的可视化分析,"['汪颖', '王彤']",浙江理工大学学报(社会科学版),2021-08-24,期刊,,241

我国缓和医疗研究热点主题的可视化分析,"['蒋海辉', '杨满洲', '高倩倩', '徐怀胜']",中国农村卫生事业管理,2021-08-24,期刊,,131

title,authors,source,date,database,quote,download

我国农地流转与农户收入关系研究知识图谱(2011-2020)——基于Citespace的可视化分析,"['秦利', '刘伟伟']",商业经济,2021-08-24,期刊,,177

基于知识图谱的我国产教融合研究可视化分析,"['甘霖', '周书钟']",江苏科技信息,2021-08-24,期刊,,202

基于可视化知识图谱的我国高职院校阅读推广研究,['张素然'],江苏科技信息,2021-08-24,期刊,,54

危险货物道路运输安全管理知识图谱的构建,"['王明达', '李云飞', '张榜', '王仲远', '蔡文龙']",安全与环境学报,2021-08-23,期刊,,252

基于CiteSpace的驱动力-压力-状态-影响-响应分析框架研究进展,"['赵翔', '贺桂珍']",生态学报,2021-08-23,期刊,,209

基于Neo4j的化工安全知识图谱构建研究,['曾伟桂'],黑龙江科学,2021-08-23,期刊,,303

国内外安乐死研究知识图谱分析,"['莫岚', '喻晶晶', '莫婉', '向荣']",医学与哲学,2021-08-20,期刊,,1108

中国产教融合研究的演化路径与展望,['多淑杰'],广西财经学院学报,2021-08-20,期刊,,125

本科教育研究嬗变：热点之析与方向之思——基于CNKI 1998—2020年间核心期刊论文的文献计量分析,['樊成'],教育与教学研究,2021-08-20,期刊,,84

机械产品专利知识的提取和应用,"['董文斌', '战洪飞', '余军合', '王瑞']",机械制造,2021-08-20,期刊,,79

基于文献计量学的版权保护研究进展、热点与趋势分析,['陶佳钰'],北京文化创意,2021-08-20,期刊,,4

1995-2020年《人类工效学》的科学计量可视化分析,"['周楚臻', '伊宏艳', '李杰']",人类工效学,2021-08-20,期刊,,6

各民族交往交流交融的研究脉络与前沿演进——基于CNKI论文（2011～2020）的知识图谱分析,"['徐姗姗', '王军杰']",广西民族研究,2021-08-20,期刊,,39

基于知识图谱的红色历史人物知识问答服务框架研究,"['张云中', '郭冬', '王亚鸽', '孙平']",图书情报工作,2021-08-20,期刊,,10

我国农村小规模学校发展研究热点分析与展望——基于CNKI(2004—2020年)文献的知识图谱分析,"['朱夏瑜', '袁求为']",现代教育,2021-08-20,期刊,,

区域创新系统研究进展与趋势——基于1998年—2020年国内外核心期刊的知识图谱分析,"['吕拉昌', '赵雅楠', '马铭晨', '冉丹']",华中师范大学学报(自然科学版),2021-08-19,期刊,,298

基于科学知识图谱的国内失语症研究现状及趋势分析,"['王娟', '徐莉娜']",科技创新与应用,2021-08-18,期刊,,99

国际上关于老年人的生物力学研究现状分析及热点分析基于Citespace的可视化分析,[],第二十一届全国运动生物力学学术交流大会论文摘要汇编,2021-08-18,中国会议,,33

基于知识图谱的运动与执行功能研究热点与演化分析,[],第二十一届全国运动生物力学学术交流大会论文摘要汇编,2021-08-18,中国会议,,44

近10年血瘀证与活血化瘀研究的知识图谱分析,[],中国中西医结合杂志,2021-08-17,期刊,,449

title,authors,source,date,database,quote,download

基于VOSviewer和CiteSpace的手法治疗神经根型颈椎病知识图谱可视化分析,[''],中国中医药信息杂志,2021-08-17,期刊,,682

知识图谱视界中的劳动教育研究：回眸与反思,"['张铭凯', '黄瑞昕']",天津师范大学学报(基础教育版),2021-08-16,期刊,,1085

基于科学知识图谱的我国馆校合作研究论述,['刘明骞'],大众文艺,2021-08-15,期刊,,67

知识图谱在住宅价格研究文献分析的应用,['潘亚琴'],上海商业,2021-08-15,期刊,,10

高校红色主题思政教育之研究热点及可视化分析,"['陈哲', '陈坤']",广西青年干部学院学报,2021-08-15,期刊,,70

我国近十年体育产业的研究热点与动态——基于知识图谱的可视化分析,"['牟川', '董亚琦', '杜年宙', '钟建伟']",湖北体育科技,2021-08-15,期刊,,138

我国体育消费研究的科学知识图谱分析——基于VOSviewer和CiteSpace的综合应用,"['刘朝然', '石晶']",湖北体育科技,2021-08-15,期刊,,106

基于知识图谱的我国创业文化的研究现状与热点分析,"['苏海泉', '郭颖']",情报探索,2021-08-15,期刊,,103

地方高校课程的知识图谱分析,"['王丹丹', '王红伟']",商丘师范学院学报,2021-08-15,期刊,,94

党的十八大以来我国思想政治教育研究的热点、演进及趋势,"['庞震', '王凯']",未来与发展,2021-08-15,期刊,,155

近十年国内高阶思维研究现状、热点与趋势——基于文献计量与知识图谱分析,"['杨蕴佳', '李美凤', '李文']",现代教育技术,2021-08-15,期刊,,1037

我国新精神活性物质研究的知识图谱分析,"['李莎莎', '张黎']",中国药物依赖性杂志,2021-08-15,期刊,,134

旅游政策研究现状知识图谱分析,"['罗娜', '张明川']",绿色科技,2021-08-15,期刊,,78

基于科学知识图谱对我国1999—2019年竞技体操科研合作网络的分析,['宋丽霞'],当代体育科技,2021-08-15,期刊,,8

我国煤矿自动化领域发展态势研究——基于2005—2019年CNKI中的文献计量分析,"['秦岩', '盛武']",六盘水师范学院学报,2021-08-15,期刊,,24

近20年我国景观基因研究现状及主题趋势——基于知网资源的知识图谱分析,['袁媛'],绿色科技,2021-08-15,期刊,,102

深度学习研究的现状、热点及其发展趋势——基于CiteSpace可视化知识图谱分析,['梁策'],现代交际,2021-08-15,期刊,,126

基于情境感知的移动图书馆服务系统模型研究,"['习海旭', '熊太纯']",图书馆学研究,2021-08-15,期刊,,170

基于CNKI数据的产教融合知识图谱构建研究,"['梅岑岑', '陈婧']",广东交通职业技术学院学报,2021-08-15,期刊,,53

乡村振兴战略视域下农村职业教育研究现状和未来展望——基于科学知识图谱的分析,"['宋宇', '祁占勇']",武汉职业技术学院学报,2021-08-15,期刊,,238

title,authors,source,date,database,quote,download

新型职业农民研究主题与研究热点可视化分析,"['郑满生', '臧一鸣', '马晶']",青岛农业大学学报(社会科学版),2021-08-15,期刊,,11

基于知识图谱的“双高计划”研究热点、主题与展望,['吴华君'],机械职业教育,2021-08-15,期刊,,16

基于CiteSpace的中国应急装备文献可视化分析,"['胡伟', '司俊鸿', '王乙桥', '李潭']",华北科技学院学报,2021-08-15,期刊,,6

基于知识图谱的我国体能训练研究可视化分析,['杨家炜'],运动精品,2021-08-15,期刊,,2

基于文献计量的网络抗毁性研究分析,"['张亮', '妙晨', '孟瑶', '任恒']",信息工程大学学报,2021-08-15,期刊,,3

利用知识图谱特性建立快速校园网故障发现方法,['曹雨翱'],才智,2021-08-15,期刊,,14

资本配置效率研究的科学知识图谱——基于CiteSpace的可视化分析,['刘怡'],经营与管理,2021-08-13,期刊,,266

城市人居环境小气候研究综述——基于Web of Science文献的知识图谱分析,"['朱蕊蕊', '张晓彤', '刘亦斌', '从裕', '杨蕾', '', '高伟俊']",中国城市林业,2021-08-11,期刊,,448

航空运输的研究前沿分析——基于中国知网的可视化分析,"['杨梅', '张丽']",物流科技,2021-08-10,期刊,,152

户外健康环境综合文献图景研究,"['陈奕言', '聂煊城', '陈筝']",风景园林,2021-08-10,期刊,,330

装配式建筑应用建筑信息模型技术领域的文献计量和可视化分析,"['李洪', '周尚奭', '罗欣怡']",项目管理技术,2021-08-10,期刊,,38

颠覆性创新国际研究25年回顾：基于文献计量分析,"['张光宇', '曹阳春', '戴海闻', '许泽浩']",科技管理研究,2021-08-10,期刊,,333

社区公共空间的知识图谱研究分析,"['袁琪', '孙瑞丰']",四川建材,2021-08-10,期刊,,77

基于Web of Science的心境障碍患者自伤自杀行为相关文献的计量学分析,"['崔倩', '张雨', '邹海欧']",现代预防医学,2021-08-10,期刊,,178

“二孩政策”研究热点及趋势分析——基于CNKI载文数据的分析,['王凯'],科技创新与生产力,2021-08-10,期刊,,103

标准知识图谱的构建与应用,"['郝文建', '魏梅', '张浩', '王立玺', '胡晨']",信息技术与标准化,2021-08-10,期刊,,445

基于CiteSpace我国体医融合研究的可视化分析,[],体育风尚,2021-08-10,期刊,,46

高职院校产教融合研究综述——基于知识图谱的文献计量分析,"['程家福', '刘青', '赵雅倩', '孔艳林']",生活教育,2021-08-10,期刊,,51

国内创客教育研究的热点与趋势——基于知识图谱软件的量化研究,['吴菊英'],中小学电教,2021-08-10,期刊,,28

基于Overlay图谱的图情领域大数据主题分析,[],数据分析与知识发现,2021-08-06,期刊,,386

title,authors,source,date,database,quote,download

我国消费扶贫研究热点及演进态势——基于CiteSpace的可视化计量分析,"['武媛媛', '王铁锁']",江苏科技信息,2021-08-05,期刊,,370

知识图谱视域下我国编程教育研究热点与未来展望——基于2010—2020年CNKI文献的共词分析和社会网络分析,"['李高祥', '黎睿']",中国教育信息化,2021-08-05,期刊,,247

1987—2019年国外冬季两项体育科学研究现状与启示——基于知识图谱的可视化分析,"['王润极', '张茜岚', '阎守扶', '吴昊']",体育研究与教育,2021-08-05,期刊,,63

我国游泳相关领域研究热点与趋势分析,"['童超程', '余立']",当代体育科技,2021-08-05,期刊,,53

中国乡村空间研究特征与趋势(1978—2020年)——基于CiteSpace知识图谱分析,"['毛志睿', '伍春艳']",中国名城,2021-08-05,期刊,,72

AI+智慧知识服务生态体系研究设计与应用实践——以中国科学院文献情报中心智慧服务平台建设为例,"['钱力', '刘细文', '张智雄', '刘会洲']",图书情报工作,2021-08-05,期刊,,16

基于知识图谱的国内机构知识库研究现状分析与展望,"['陈洁', '刘桂民']",科学观察,2021-08-04,期刊,,376

基于CiteSpace知识图谱的麦冬研究热点与趋势分析,[''],中国中药杂志,2021-08-03,期刊,,866

国内乡村旅游研究进展、热点及趋势——基于Cite Space的可视化分析,"['向利君', '杨秋玲', '杨龙']",商业经济研究,2021-08-03,期刊,,1137

实体书店研究热点与趋势——基于CiteSpace可视化分析,"['宋利', '谢巍']",今传媒,2021-08-03,期刊,,228

基于CiteSpace知识图谱软件的国内外心理弹性研究现状与趋势分析,"['张琬', '王凡', '郭欣然', '徐月清']",心理月刊,2021-08-03,期刊,,274

2000-2020年我国学校体育研究热点与演进——基于Citespace知识图谱的可视化分析,"['张士坤', '周文生', '顾美玲']",体育科技文献通报,2021-08-02,期刊,,494

建筑业技术研究热点和发展趋势分析,"['吴文伶', '刘星', '罗兰', '黄乾', '晋玉洁', '', '石敬斌', '肖绪文']",土木工程与管理学报,2021-08-02,期刊,,366

本体和知识图谱的比较研究,"['杨延云', '杜建强', '熊旺平', '罗计根', '贺佳']",江西中医药大学学报,2021-08-02,期刊,,245

基于文献计量的智慧图书馆研究分析,['赵昆'],信息记录材料,2021-08-01,期刊,,32

全球MOOC研究热点与发展趋势——基于CiteSpace的文献可视化分析,"['杨颖笛', '王素青']",大学教育,2021-08-01,期刊,,161

新时期地方戏曲批评现状与本土话语重构——基于CiteSpace知识图谱的可视化分析,"['楚惬', '张子程']",河南社会科学,2021-08-01,期刊,,109

基于内容的作者研究相似度与潜在合作网络分析——以图书馆学期刊为例,"['张金年', '罗艳']",情报科学,2021-08-01,期刊,,372

踩踏事故预防监控领域科学知识图谱研究,"['卢颖', '路越茗', '余易凡', '姜学鹏']",中国安全生产科学技术,2021-07-31,期刊,,120

中国互联网公益研究述评（2006～2020）——基于CiteSpace知识图谱的分析,"['宋奇', '张楠', '梁蕙竹']",中国非营利评论,2021-07-31,辑刊,,124

title,authors,source,date,database,quote,download

突发公共卫生事件研究的趋势和特征——基于CiteSpace的知识图谱分析,"['刘樑', '金瑞丰', '魏华']",电子科技大学学报(社科版),2021-07-30,期刊,,354

大数据环境下基于知识图谱的用户兴趣扩展模型研究,"['张彬', '徐建民', '吴姣']",现代情报,2021-07-30,期刊,,418

我国管理学领域研究热点及发展现状,"['杨芳', '陈晓玲']",甘肃科技,2021-07-30,期刊,,135

基于文献计量法的PPP项目研究进展可视化分析,"['严文雄', '詹宇凡', '汤玉强', '康青春', '尹奇', '', '张彬', '曹红军', '李朝辉']",建筑经济,2021-07-30,期刊,,150

基于CNKI数据的我国农业信息化知识图谱构建研究,[],安徽农学通报,2021-07-30,期刊,,112

信息计量学视角下的科学数据研究述评,"['张新兴', '韩金凤']",图书馆研究,2021-07-30,期刊,,107

我国中小学校长培训研究前沿热点知识图谱分析——以CNKI1987—2020文献为例,"['乔雅雯', '侯阿冰', '张萌萌']",中国成人教育,2021-07-30,期刊,,120

我国地理标志认定20年前沿研究回顾与展望——基于CSSCI文献资料与CiteSpace统计方法,"['伽红凯', '陈晖', '沈光宏', '刘颖健', '宫凤影']",农产品质量与安全,2021-07-28,期刊,1,312

面向低压配电网络拓扑的知识图谱构建与检索分析方法,"['郭成', '徐成现', '蒋维', '王波']",电力科学与工程,2021-07-28,期刊,,236

退役锂电池回收知识图谱分析,"['黄海港', '何利华']",中国有色金属学报,2021-07-28,期刊,,259

基于知识图谱的流动老人研究可视化分析,"['胡依', '李贝']",华南国防医学杂志,2021-07-28,期刊,,

基于事件本体的疫情知识库构建策略,"['熊励', '王成文', '王锟']",图书情报工作,2021-07-26,期刊,,444

基于ESI和VOSviewer的我国环境生态学领域研究热点可视化分析,"['陈彪', '谢昕', '胡波']",安全与环境工程,2021-07-26,期刊,,337

基于VOSviewer与CiteSpace的良性前列腺增生中医药研究现状与趋势的知识图谱分析,"['郭俊', '杜冠潮', '赵丰', '邓楹君', '王浩', '', '高庆和', '郭军']",世界科学技术-中医药现代化,2021-07-25,期刊,,689

